key prob_value origin
2.5 -18.536755278146 2
2.6 -22.2475342804213 2
2.7 -25.9608919762517 2
2.8 -29.6762599300434 2
2.9 -33.3932390049016 2
2.10 -37.1115382031551 2
2.11 -40.8309388370511 2
2.12 -44.5512724034472 2
2.13 -48.272406319595 2
2.14 -51.9942343907143 2
2.15 -55.7166702429536 2
2.16 -59.4396426795902 2
2.17 -63.1630923219686 2
2.18 -66.8869691310215 2
2.19 -70.6119025919058 2
2.20 -74.3387222583729 2
2.21 -78.1051952270629 2
2.22 -81.9093000752769 2
2.23 -85.7515606244986 2
2.24 -89.6283672474824 2
2.25 -93.5380500419313 2
2.26 -97.4789853371961 2
2.27 -101.449842270186 2
2.28 -105.449385801559 2
2.29 -109.476466922722 2
2.30 -113.542532248344 2
2.31 -117.649163413842 2
2.32 -121.798075839198 2
2.33 -125.991136455947 2
2.34 -130.230384711315 2
2.35 -134.518057643688 2
2.36 -138.839070206457 2
2.37 -143.155655709457 2
2.38 -147.530002542036 2
2.39 -151.958873291601 2
2.40 -156.439886615303 2
2.41 -160.975911651156 2
2.42 -165.567925475908 2
2.43 -170.235862840419 2
2.44 -174.959721508083 2
2.45 -179.742814874952 2
2.46 -184.586998050482 2
2.47 -189.491032080215 2
2.48 -194.460361265347 2
2.49 -199.523077902968 2
2.50 -204.689178852947 2
2.51 -209.711914680195 2
2.52 -214.609285315832 2
2.53 -219.390405537996 2
2.54 -224.070904180641 2
2.55 -228.660055379078 2
2.56 -233.165799626453 2
2.57 -237.594133526443 2
2.58 -242.011826357399 2
2.59 -246.418988776861 2
2.60 -250.828262555538 2
2.61 -255.239629452659 2
2.62 -259.653093858557 2
2.63 -264.068483428159 2
2.64 -268.494483664665 2
2.65 -272.931251242123 2
2.66 -277.395247699287 2
2.67 -281.92795042736 2
2.68 -286.462821779411 2
2.69 -291.001960149238 2
2.70 -295.552920615497 2
2.71 -300.11546671316 2
2.72 -304.685159322052 2
2.73 -309.242840065222 2
2.74 -313.819089382225 2
2.75 -318.422907968528 2
2.76 -323.057036239359 2
2.77 -327.726837720635 2
2.78 -332.432287212445 2
2.79 -337.155775767391 2
2.80 -341.895384878822 2
2.81 -346.754857893183 2
2.82 -351.750557777384 2
2.83 -356.904013650442 2
2.84 -362.244860066879 2
2.85 -367.816761244884 2
2.86 -373.69138134601 2
2.87 -380.005050453693 2
2.88 -386.445807179123 2
2.89 -393.032284672207 2
2.90 -399.683763522279 2
2.91 -404.789694865612 41
2.92 -406.282817979951 41
2.93 -407.776724211457 41
2.94 -409.025368554935 41
2.95 -410.359939408558 41
2.96 -411.70121177194 41
2.97 -412.989145666483 41
2.98 -414.166893358031 41
2.99 -415.554919032041 41
2.100 -416.986435670271 41
2.101 -418.480659693941 42
2.102 -420.048472109688 42
2.103 -421.609813665587 42
2.104 -423.037566859759 42
2.105 -424.41803035448 42
2.106 -425.747820957475 42
2.107 -427.194086679502 42
2.108 -428.657362164645 42
2.109 -430.131320870751 42
2.110 -431.645285608734 42
2.111 -433.199901698825 42
2.112 -434.795340322708 42
2.113 -436.433454485878 42
2.114 -438.117268489986 42
2.115 -439.848177066246 42
2.116 -441.597527650989 42
2.117 -443.402683263015 42
2.118 -445.267638798503 42
2.119 -447.189930582596 42
2.120 -449.172343085322 42
2.121 -451.216863162449 42
2.122 -453.322740107802 42
2.123 -455.486485354937 42
2.124 -457.68508653269 42
2.125 -459.860119751651 42
2.126 -462.070277924101 42
2.127 -464.308622023193 42
2.128 -466.580038249701 42
2.129 -468.742611510615 42
2.130 -470.865558290535 42
2.131 -472.942335027687 42
2.132 -475.008080678505 42
2.133 -477.124472580263 42
2.134 -479.354915979431 42
2.135 -481.643602325168 42
2.136 -483.91559672791 42
2.137 -486.132423230751 42
2.138 -488.388590110411 42
2.139 -490.688814505698 42
2.140 -492.97880388478 42
2.141 -495.262225233839 42
2.142 -497.539932199233 42
2.143 -499.811447448972 42
2.144 -502.075779500797 42
2.145 -504.331755118867 42
2.146 -506.59488777919 42
2.147 -508.843414434622 42
2.148 -511.086606918414 42
2.149 -513.323129965886 42
2.150 -515.552919732388 42
2.151 -517.775064256423 42
2.152 -519.989899202916 42
2.153 -522.194619991743 42
2.154 -524.405561350974 42
2.155 -526.626838727443 42
2.156 -528.758039378723 42
2.157 -530.944793999074 42
2.158 -533.18705064985 42
2.159 -535.484958885245 42
2.160 -537.839184611408 42
2.161 -540.246183407787 42
2.162 -542.682848029474 42
2.163 -545.101955857336 42
2.164 -547.501621307995 42
2.165 -549.883288065524 42
2.166 -552.276646429194 42
2.167 -554.678362902205 42
2.168 -557.013605425839 42
2.169 -559.286525686317 42
2.170 -561.465552470125 42
2.171 -563.650614441467 42
2.172 -565.839877225952 42
2.173 -568.062172337699 42
2.174 -570.240435476536 42
2.175 -572.376934732136 42
2.176 -574.473889212003 42
2.177 -576.547742975629 42
2.178 -578.54249101466 42
2.179 -580.464108855482 42
2.180 -582.317352939945 42
2.181 -584.112155267021 42
2.182 -585.82661550376 42
2.183 -587.46614582328 42
2.184 -589.035641115693 42
2.185 -590.538143222925 42
2.186 -592.021337547971 42
2.187 -593.427628296592 42
2.188 -594.76164978618 42
2.189 -596.029262030342 42
2.190 -597.235292734176 42
2.191 -598.38511277087 42
2.192 -599.473924483782 42
2.193 -600.552240277191 42
2.194 -601.624091208057 42
2.195 -602.674091112768 42
2.196 -603.703195394443 42
2.197 -604.667834976945 42
2.198 -605.624763783641 42
2.199 -606.573430007393 42
2.200 -607.633168469757 42
2.201 -608.683900369882 42
2.202 -609.744887393387 42
2.203 -610.642015004012 42
2.204 -611.534068900556 42
2.205 -612.447059577446 42
2.206 -613.376389801872 42
2.207 -614.211772447489 42
2.208 -615.047516951985 42
2.209 -615.885318635528 42
2.210 -616.726030664159 42
2.211 -617.50707879313 42
2.212 -618.293914400247 42
2.213 -619.086750388187 42
2.214 -619.885979690116 42
2.215 -620.692239870918 42
2.216 -621.228670112096 42
2.217 -621.715658088123 42
2.218 -622.246606841582 42
2.219 -622.90626179617 42
2.220 -623.731347641932 42
2.221 -624.636396472383 42
2.222 -625.577704792742 42
2.223 -626.523873125706 42
2.224 -627.473247598786 42
2.225 -628.488961130697 42
2.226 -629.46025757755 42
2.227 -630.459613936971 42
2.228 -631.471749361147 42
2.229 -632.496806924034 42
2.230 -633.511707654597 42
2.231 -634.545733557825 42
2.232 -635.599092710634 42
2.233 -636.689887381222 42
2.234 -637.795158948342 42
2.235 -638.883937422466 42
2.236 -639.972464610192 42
2.237 -641.041891168596 42
2.238 -642.164170782884 42
2.239 -643.346482809724 42
2.240 -644.590531689665 42
2.241 -645.900922695922 42
2.242 -647.280188020724 42
2.243 -648.730590940122 42
2.244 -650.251162392399 42
2.245 -651.845876202238 42
2.246 -653.534658069097 42
2.247 -655.295811261568 42
2.248 -657.137313196246 42
2.249 -658.956738691581 42
2.250 -660.755562918895 42
2.251 -662.586871718023 42
2.252 -664.458647871444 42
2.253 -666.392653190139 42
2.254 -668.395864000771 42
2.255 -670.456628870159 42
2.256 -672.631490036265 42
2.257 -674.894607031606 42
2.258 -677.25257623563 42
2.259 -679.694431450898 42
2.260 -682.229022976834 42
2.261 -684.864386604246 42
2.262 -687.611755354003 42
2.263 -690.48808177609 42
2.264 -693.514626816297 42
2.265 -696.724563386583 42
2.266 -700.102646345929 42
2.267 -703.52994949613 2
2.268 -706.976583425132 2
2.269 -710.444520317526 2
2.270 -713.934545906053 2
2.271 -717.446837708966 2
2.272 -720.979274576568 2
2.273 -724.526089248936 2
2.274 -728.087491466614 2
2.275 -731.682958995821 2
2.276 -735.321699847006 2
2.277 -738.982816756595 2
2.278 -742.637719632843 2
2.279 -745.956684501323 42
2.280 -749.282694492986 42
2.281 -752.618960898341 42
2.282 -755.966057829678 42
2.283 -759.324106220904 42
2.284 -762.690574014932 42
2.285 -766.066207136096 42
2.286 -769.451139605107 42
2.287 -772.845420562611 42
2.288 -776.249152677058 42
2.289 -779.662427921373 42
2.290 -783.08345069645 42
2.291 -786.512904181533 42
2.292 -789.950712904509 42
2.293 -793.393738386698 42
2.294 -796.843109291848 42
2.295 -800.295118175393 42
2.296 -803.743028508942 42
2.297 -807.189633301039 42
2.298 -810.634568049924 42
2.299 -814.076525237651 42
2.300 -817.51555634919 42
2.301 -820.951830068114 42
2.302 -824.385012218349 42
2.303 -827.819764045812 42
2.304 -831.254515873276 42
2.305 -834.664328731061 42
2.306 -838.259356683285 42
2.307 -842.066019173055 2
2.308 -845.872681662826 2
3.0 0 NaN
3.1 -3.70735105562921 3
3.2 -7.41470211125842 3
3.3 -11.1220531668876 3
3.4 -14.8294042225168 3
3.5 -18.536755278146 3
3.6 -22.2475342804213 3
3.7 -25.9608919762517 3
3.8 -29.6762599300434 3
3.9 -33.3932390049016 3
3.10 -37.1115382031551 3
3.11 -40.8309388370511 3
3.12 -44.5512724034472 3
3.13 -48.272406319595 3
3.14 -51.9942343907143 3
3.15 -55.7166702429536 3
3.16 -59.4396426795902 3
3.17 -63.1630923219686 3
3.18 -66.8869691310215 3
3.19 -70.6119025919058 3
3.20 -74.3387222583729 3
3.21 -78.0644840432935 3
3.22 -81.7892809127675 3
3.23 -85.5282122902687 3
3.24 -89.2685992288804 3
3.25 -93.0096876221145 3
3.26 -96.7503645390014 3
3.27 -100.490659522253 3
3.28 -104.230599043204 3
3.29 -107.970206913299 3
3.30 -111.703635226486 3
3.31 -115.430921935279 3
3.32 -119.152104528856 3
3.33 -122.867220041492 3
3.34 -126.576305060791 3
3.35 -130.279395735714 3
3.36 -134.002104071759 3
3.37 -137.752776114053 3
3.38 -141.527990946165 3
3.39 -145.31184528745 3
3.40 -149.091698307917 3
3.41 -152.867565954348 3
3.42 -156.63494756554 3
3.43 -160.425611853119 3
3.44 -164.193016281353 3
3.45 -167.93768959604 3
3.46 -171.657319574163 3
3.47 -175.345365815964 3
3.48 -179.00483171037 3
3.49 -182.664691767429 3
3.50 -186.327533115099 3
3.51 -189.997026774534 3
3.52 -193.67321729551 3
3.53 -197.344768856997 3
3.54 -201.020771272554 3
3.55 -204.701739269355 3
3.56 -208.388601959223 3
3.57 -212.081260354853 3
3.58 -215.800049263288 3
3.59 -219.545669384341 3
3.60 -223.329826457439 3
3.61 -227.154057060105 3
3.62 -231.020034363214 3
3.63 -234.929507712496 3
3.64 -238.88801999918 3
3.65 -242.889370008847 3
3.66 -246.89993841467 3
